gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,NumAddOnServices,HasSecuritySupport,HasStreaming,IsMonthToMonth,IsLongTermContract,IsAutoPayment,IsElectronicCheck,AvgChargePerMonth,ChargeGap,TenureGroup,TenureFlag_Short,HighMonthlyCharges,HighTotalCharges
Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,22.55,0.0,0_12,1,0,0
Male,1,No,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No,0,1,0,0,1,1,3,0,1,1,0,1,0,41.47,3.549999999999983,0_12,1,0,0
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,No,1,1,0,0,0,1,3,1,1,1,0,0,1,63.747058823529414,-21.899999999999864,13_24,0,0,0
Female,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,No,0,0,0,0,1,1,2,0,1,1,0,0,1,42.72021276595744,-13.850000000000136,25_48,0,0,1
Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No,1,1,0,1,1,1,5,1,1,0,1,1,0,85.2572463768116,0.75,49_plus,0,1,1
Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,No,1,1,1,1,0,0,4,1,0,1,0,0,1,68.1423076923077,-0.5499999999997272,25_48,0,0,1
Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,0,1,0,0,0,0,1,0,0,1,0,1,0,49.274193548387096,15.5,25_48,0,0,1
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,63.06666666666666,-16.350000000000023,0_12,1,1,0
Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,No,0,1,1,0,0,1,3,0,1,1,0,1,0,89.56666666666666,66.04999999999995,13_24,0,1,1
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,No,0,0,0,0,0,0,0,0,0,0,1,0,0,15.330000000000002,-2.9499999999999886,0_12,1,0,0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,No,0,0,0,0,0,0,0,0,0,0,1,0,1,20.053846153846152,18.900000000000006,0_12,1,0,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,No,1,1,1,1,1,1,6,1,1,0,1,1,0,88.24452054794521,-81.34999999999945,49_plus,0,1,1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,No,0,0,0,0,1,1,2,0,1,1,0,0,1,66.7,-9.199999999999989,0_12,1,1,0
Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,0,1,0,1,0,1,3,1,1,1,0,0,1,89.90526315789474,-164.59999999999945,49_plus,0,1,1
Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.85,962.25,No,0,0,0,0,0,0,0,0,0,0,1,0,0,22.910714285714285,-56.60000000000002,25_48,0,0,0
Male,0,No,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36.0,1382.9,No,0,1,0,1,0,0,2,1,0,0,1,1,0,33.72926829268293,-57.09999999999991,25_48,0,0,0
Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,No,1,1,0,1,1,1,5,1,1,1,0,0,1,71.38125,21.549999999999955,0_12,1,1,0
Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.990714285714283,22.799999999999955,49_plus,0,0,1
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,No,0,0,0,0,0,0,0,0,0,0,1,0,0,18.75,5.450000000000017,0_12,1,0,0
Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,No,0,1,0,0,0,0,1,0,0,1,0,0,1,27.866666666666664,14.699999999999989,0_12,1,0,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,No,1,1,1,1,1,0,5,1,1,0,1,1,0,104.8958904109589,18.199999999999818,49_plus,0,1,1
Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.223333333333333,-36.950000000000045,25_48,0,0,0
Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,No,0,1,1,0,1,0,3,0,1,0,1,0,1,93.24015151515152,-53.649999999999636,49_plus,0,1,1
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,No,0,0,0,1,1,0,2,1,1,1,0,0,1,43.55,-19.599999999999994,0_12,1,0,0
Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,No,0,0,0,1,0,0,1,1,0,1,0,1,0,50.784,43.19999999999982,13_24,0,0,0
Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,0,1,1,0,0,0,2,0,0,1,0,1,0,85.83444444444444,131.35000000000036,25_48,0,1,1
Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No,1,1,1,1,1,1,6,1,1,0,1,1,0,87.01917808219177,-62.80000000000018,49_plus,0,1,1
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,No,1,0,0,1,0,0,2,1,0,1,0,0,1,53.94,29.699999999999818,13_24,0,0,0
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,0,0,1,0,0,0,1,0,0,1,0,0,0,25.45,0.0,0_12,1,0,0
Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,0,0,0,0,0,0,0,0,0,1,0,1,0,20.502173913043478,21.650000000000034,13_24,0,0,0
Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No,0,1,1,1,1,1,5,1,1,0,1,1,0,83.54577464788733,-84.75,49_plus,0,1,1
Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,No,0,0,0,0,1,0,1,0,1,1,0,0,1,54.025000000000006,-104.09999999999991,25_48,0,0,1
Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.107894736842105,-6.5,25_48,0,0,0
Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No,0,0,0,0,1,0,1,0,1,1,0,1,0,85.28695652173913,83.90000000000009,13_24,0,1,1
Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,No,0,0,1,1,1,0,3,1,1,0,1,1,0,69.91416666666667,-59.04999999999927,49_plus,0,1,1
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,0,0,1,0,1,1,3,0,1,1,0,0,1,97.449,-17.75,49_plus,0,1,1
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,0,0,1,1,1,1,4,1,1,1,0,1,0,106.64479166666666,73.5,25_48,0,1,1
Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,20.5921875,52.89999999999998,25_48,0,0,0
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,No,0,0,0,0,0,1,1,0,1,1,0,0,1,40.525,0.0,0_12,1,1,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,No,0,0,0,0,0,0,0,0,0,1,0,0,1,19.2375,15.450000000000003,0_12,1,0,0
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,No,0,1,1,1,1,1,5,1,1,0,1,1,0,107.58796296296296,-115.64999999999964,49_plus,0,1,1
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0,0,0,0,0,0,0,0,0,1,0,0,0,10.1,0.0,0_12,1,0,0
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.804761904761904,21.899999999999977,13_24,0,0,0
Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,1,1,0,0,0,0,2,1,0,1,0,0,1,61.625,9.200000000000017,0_12,1,1,0
Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.172115384615385,-15.399999999999977,49_plus,0,0,0
Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,No,1,1,0,1,0,0,3,1,0,0,1,1,0,60.48365384615385,59.65000000000009,49_plus,0,0,1
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,No,0,0,0,0,0,0,0,0,0,0,1,0,0,18.95,11.150000000000006,13_24,0,0,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,No,0,0,0,0,0,0,0,0,0,1,0,0,0,10.45,0.0,0_12,1,0,0
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,No,0,0,0,0,0,0,0,0,0,1,0,0,0,10.525,0.0,0_12,1,0,0
Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,No,1,1,1,1,0,0,4,1,0,0,1,0,1,71.5046875,71.80000000000018,49_plus,0,1,1
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,No,0,0,0,0,0,1,1,0,1,1,0,0,0,47.275,25.150000000000006,0_12,1,0,0
Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.322340425531916,24.950000000000045,25_48,0,0,0
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,0,0,0,0,0,0,0,0,0,1,0,1,0,24.9,0.0,0_12,1,0,0
Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,23.91111111111111,11.199999999999989,0_12,1,0,0
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,No,0,0,0,0,0,0,0,0,0,0,1,1,0,20.84652777777778,45.450000000000045,49_plus,0,0,1
Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No,0,0,1,0,1,0,2,0,1,1,0,1,0,91.05624999999999,127.14999999999964,49_plus,0,1,1
Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,No,0,1,1,1,0,0,3,1,0,0,1,1,0,89.94295774647887,68.44999999999982,49_plus,0,1,1
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,0,0,0,0,0,1,1,0,1,1,0,0,1,53.15,-2.0500000000000114,0_12,1,1,0
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No,1,0,0,1,1,1,4,1,1,0,1,1,0,101.26102941176471,-122.44999999999982,49_plus,0,1,1
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,0,1,0,0,1,0,2,0,1,1,0,1,0,90.01287878787879,-29.399999999999636,49_plus,0,1,1
Male,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,No,0,0,1,0,0,0,1,0,0,1,0,1,0,44.59,-33.950000000000045,13_24,0,0,0
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No,0,0,1,1,0,1,3,1,1,1,0,1,0,91.24761904761905,6.2000000000000455,13_24,0,1,1
Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,0,1,0,0,0,0,1,0,0,1,0,0,1,37.675,0.0,0_12,1,1,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,37.725,0.0,0_12,1,1,0
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No,0,0,0,0,1,1,2,0,1,1,0,1,0,92.279,-60.650000000000546,49_plus,0,1,1
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No,1,1,1,0,1,0,4,1,1,0,1,1,0,99.46917808219177,-32.349999999999454,49_plus,0,1,1
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,No,1,0,0,0,0,0,1,1,0,1,0,0,1,52.336170212765964,17.200000000000273,25_48,0,0,1
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,0,1,1,0,0,0,2,0,0,1,0,1,0,81.95200000000001,12.400000000000318,13_24,0,1,1
Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,0,1,0,1,0,0,2,1,0,1,0,0,1,27.258333333333336,-7.699999999999989,0_12,1,0,0
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,0,1,1,1,0,0,3,1,0,1,0,1,0,84.96176470588235,-35.09999999999991,25_48,0,1,1
Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,1,1,0,0,0,0,2,1,0,0,1,1,0,56.31627906976744,-104.69999999999982,25_48,0,0,1
Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No,1,0,1,0,1,1,4,1,1,0,1,1,0,95.53125,-6.099999999999909,13_24,0,1,1
Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,0,0,0,0,0,0,0,0,0,1,0,1,0,61.48888888888889,-12.200000000000045,0_12,1,1,0
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,1,1,0,0,0,0,2,1,0,0,1,0,0,51.72686567164179,-151.0999999999999,49_plus,0,0,1
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,1,0,0,0,0,0,1,1,0,1,0,1,0,48.416000000000004,21.200000000000273,13_24,0,0,0
Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,0,1,0,0,0,0,1,0,0,1,0,1,0,51.652,-23.899999999999864,13_24,0,0,0
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,1,1,1,0,1,5,1,1,0,1,1,0,76.52071428571428,-66.94999999999982,49_plus,0,1,1
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,No,0,1,1,0,1,1,4,0,1,0,1,0,0,96.31111111111112,-115.09999999999945,49_plus,0,1,1
Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,1,0,1,0,1,1,4,1,1,0,1,0,1,53.06639344262295,21.050000000000182,49_plus,0,0,1
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,0,0,0,0,1,0,1,0,1,1,0,0,1,72.08125,8.950000000000045,0_12,1,1,0
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,0,0,0,0,0,0,0,0,0,0,1,1,0,20.654761904761905,46.75,13_24,0,0,0
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,0,0,0,0,0,1,1,0,1,1,0,0,1,77.85000000000001,-100.39999999999986,13_24,0,1,1
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,1,0,1,1,1,1,5,1,1,0,1,0,1,78.47328767123288,-89.04999999999927,49_plus,0,1,1
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,68.80833333333334,1.25,0_12,1,1,0
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,0,0,0,0,0,0,0,0,0,0,1,0,0,17.745454545454546,-21.200000000000045,13_24,0,0,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,0,0,0,0,1,1,2,0,1,1,0,0,1,46.775,0.0,0_12,1,1,0
Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,0,1,0,0,1,0,2,0,1,1,0,0,1,88.9109375,33.44999999999982,25_48,0,1,1
Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,0,1,1,1,1,0,4,1,1,0,1,0,0,67.1448275862069,-81.34999999999991,49_plus,0,0,1
Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.269565217391303,-13.600000000000023,25_48,0,0,0
Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No,0,1,1,0,0,1,3,0,1,1,0,0,1,92.86818181818181,69.04999999999995,0_12,1,1,0
Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,0,0,1,1,1,1,4,1,1,1,0,1,0,99.75254237288135,-36.399999999999636,49_plus,0,1,1
Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,0,0,0,0,0,0,0,0,0,1,0,0,0,17.89333333333333,-10.900000000000034,13_24,0,0,0
Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,1,0,0,1,1,1,4,1,1,0,1,0,0,78.72678571428571,21.40000000000009,25_48,0,1,1
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,0,1,0,0,0,1,2,0,1,1,0,1,0,83.93333333333334,-13.600000000000136,13_24,0,1,0
Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,309.1,Yes,0,1,0,0,0,0,1,0,0,1,0,0,0,23.77692307692308,-41.299999999999955,0_12,1,0,0
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,0,1,0,1,0,1,3,1,1,0,1,1,0,91.40071428571429,-39.649999999999636,49_plus,0,1,1
Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,0,1,1,0,1,0,3,0,1,1,0,1,0,86.83653846153847,29.0,25_48,0,1,1
Male,1,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,1,1,1,0,1,1,5,1,1,0,1,0,1,106.5635593220339,-26.049999999999272,49_plus,0,1,1
Female,0,Yes,Yes,35,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No,1,0,0,1,1,0,3,1,1,0,1,1,0,46.168055555555554,39.799999999999955,25_48,0,0,1
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,0,0,0,0,1,0,1,0,1,1,0,0,1,79.42058823529412,-5.849999999999909,13_24,0,1,0
Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,0,1,1,0,1,1,4,0,1,0,1,1,0,78.275,56.90000000000009,25_48,0,1,1
Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,0,1,0,0,1,0,2,0,1,1,0,0,1,73.84166666666667,-91.19999999999982,13_24,0,1,0
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,22.85,0.0,0_12,1,0,0
Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,0,0,0,0,0,0,0,0,0,0,1,0,0,18.369565217391305,-8.700000000000045,13_24,0,0,0
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,34.975,0.0,0_12,1,0,0
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,1,0,1,1,0,1,4,1,1,0,1,0,0,68.05367647058823,81.69999999999982,49_plus,0,0,1
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0,0,1,1,1,1,4,1,1,0,1,1,0,98.79264705882352,-360.65000000000055,49_plus,0,1,1
Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,44.6,97.1,Yes,0,0,0,0,1,1,2,0,1,1,0,0,1,32.36666666666667,7.8999999999999915,0_12,1,0,0
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,71.26875,-13.400000000000091,13_24,0,1,1
Female,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,0,0,1,0,0,0,1,0,0,1,0,1,0,63.739999999999995,-42.10000000000002,0_12,1,1,0
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,117.95,No,0,0,0,0,0,0,0,0,0,1,0,0,0,19.658333333333335,17.200000000000003,0_12,1,0,0
