gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,NumAddOnServices,HasSecuritySupport,HasStreaming,IsMonthToMonth,IsLongTermContract,IsAutoPayment,IsElectronicCheck,AvgChargePerMonth,ChargeGap,TenureGroup,MonthlyCharges_IsMonthToMonth,MonthlyCharges_SeniorCitizen,Tenure_MonthlyCharges
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.4,251.65,0,0,0,0,0,0,0,0,0,1,0,0,1,17.975,-13.549999999999983,13_24,20.4,0.0,265.2
Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,20.85,0,0,0,0,0,0,0,0,0,1,0,0,0,10.425,0.0,0_12,20.85,20.85,20.85
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,0,0,1,0,1,1,3,0,1,0,1,0,1,98.34507042253522,147.0,49_plus,0.0,0.0,6835.5
Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,1,1,1,1,1,0,5,1,1,0,1,1,0,103.35428571428572,-17.099999999999454,49_plus,0.0,0.0,7251.9
Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,1,0,1,1,1,1,5,1,1,0,1,0,0,81.83723404255319,120.34999999999991,25_48,0.0,0.0,3726.0
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,0,0,0,0,0,0,0,0,0,1,0,0,1,22.2,0.0,0_12,44.4,0.0,44.4
Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,0,0,0,0,1,0,1,0,1,1,0,0,1,83.45131578947368,0.25,25_48,85.7,85.7,3170.9
Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,0,0,0,0,0,0,0,0,0,0,1,1,0,19.148809523809526,-3.449999999999932,25_48,0.0,0.0,807.6999999999999
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,1,0,0,0,1,1,3,1,1,1,0,0,1,47.5,0.0,0_12,95.0,0.0,95.0
Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,0,0,1,1,1,1,4,1,1,0,1,1,0,78.65703125,6.650000000000546,49_plus,0.0,0.0,5027.4
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,0,0,0,0,0,0,0,0,0,1,0,0,0,12.7,0.0,0_12,25.4,0.0,25.4
Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,1,1,1,0,1,0,4,1,1,1,0,1,0,71.98928571428571,-32.999999999999545,25_48,74.55,0.0,3056.5499999999997
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,1,1,1,1,0,1,5,1,1,0,1,1,0,57.249315068493146,186.79999999999973,49_plus,0.0,0.0,3992.4
Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,0,0,0,1,1,0,2,1,1,1,0,0,1,60.22941176470588,73.5,13_24,59.4,59.4,950.4
Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,1,0,0,0,0,0,1,1,0,1,0,1,0,47.903571428571425,-6.650000000000091,13_24,52.1,0.0,677.3000000000001
Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.1,4326.25,0,1,0,1,1,0,3,1,1,0,1,1,0,62.69927536231884,-32.54999999999927,49_plus,0.0,0.0,4358.799999999999
Female,0,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,0,0,1,0,1,1,3,0,1,0,1,1,0,44.84347826086957,-56.5,13_24,0.0,0.0,1087.9
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,0,0,0,0,1,0,1,0,1,1,0,0,0,65.8375,-35.39999999999998,0_12,80.3,0.0,562.1
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,0,0,1,1,1,1,4,1,1,1,0,0,1,97.045,42.55000000000007,0_12,103.1,0.0,927.9
Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,0,0,0,0,0,0,0,0,0,1,0,0,1,61.739999999999995,8.899999999999977,0_12,74.95,74.95,299.8
Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,0,1,1,1,1,1,5,1,1,0,1,1,0,81.86805555555556,-19.800000000000182,49_plus,0.0,0.0,5914.3
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,1,1,1,1,1,1,6,1,1,0,1,1,0,116.11643835616438,138.89999999999964,49_plus,0.0,0.0,8337.6
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,0,0,0,0,0,0,0,0,0,0,1,0,0,19.900943396226417,56.35000000000002,49_plus,0.0,0.0,998.4
Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,0,1,0,1,1,0,3,1,1,0,1,0,0,70.65545454545455,-7.349999999999454,49_plus,0.0,72.1,3893.3999999999996
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,0,0,0,0,0,0,0,0,0,0,1,0,0,19.93515625,34.75,49_plus,0.0,0.0,1241.1
Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,0,1,1,0,1,1,4,0,1,1,0,0,1,104.93852459016394,47.25,49_plus,105.9,105.9,6354.0
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,0,0,0,0,0,1,1,0,1,1,0,0,1,77.85434782608696,27.34999999999991,13_24,80.15,0.0,1763.3000000000002
Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,203.95,0,0,0,0,0,0,0,0,0,0,1,0,0,22.66111111111111,8.75,0_12,0.0,0.0,195.2
Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,2220.1,1,0,1,0,0,0,2,1,0,0,1,0,1,79.28928571428571,-99.20000000000027,25_48,0.0,85.9,2319.3
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,0,0,0,0,0,1,1,0,1,1,0,0,0,27.85,0.0,0_12,55.7,0.0,55.7
Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,1,1,0,1,0,0,3,1,0,0,1,0,0,37.39811320754717,-51.100000000000136,49_plus,0.0,0.0,2033.2
Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,0,0,0,0,0,1,1,0,1,1,0,0,1,79.015,35.5,0_12,83.85,83.85,754.65
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,0,0,0,0,0,0,0,0,0,0,1,0,0,17.041176470588233,-83.90000000000009,25_48,0.0,0.0,663.3000000000001
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,0,0,0,0,0,0,0,0,0,0,1,0,0,24.992682926829268,32.700000000000045,25_48,0.0,0.0,992.0
Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,1,0,0,0,1,0,2,1,1,1,0,1,0,71.94285714285715,-7.300000000000011,0_12,85.15,85.15,510.90000000000003
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,0,0,1,0,1,1,3,0,1,1,0,0,1,57.73333333333333,-3.8500000000000227,0_12,70.05,0.0,350.25
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,0,1,0,0,0,1,2,0,1,1,0,0,1,67.36666666666666,-13.800000000000011,0_12,83.6,0.0,418.0
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,0,0,0,0,0,0,0,0,0,1,0,0,0,71.38928571428572,24.450000000000045,13_24,75.0,0.0,975.0
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,0,0,0,0,0,0,0,0,0,1,0,0,1,22.9,0.0,0_12,45.8,0.0,45.8
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,1,0,0,0,1,0,2,1,1,1,0,1,0,77.6375,-74.04999999999995,13_24,87.75,0.0,1316.25
Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,0,0,0,0,0,0,0,0,0,0,1,0,0,15.610714285714286,-41.44999999999999,13_24,0.0,0.0,260.0
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,0,0,0,1,1,1,3,1,1,0,1,0,0,65.72692307692309,-55.749999999999886,0_12,0.0,0.0,910.1999999999999
Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,0,0,0,0,0,0,0,0,0,1,0,1,0,43.292500000000004,10.850000000000023,13_24,45.0,0.0,855.0
Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.45,1431.65,0,0,0,0,0,0,0,0,0,0,1,0,0,25.116666666666667,62.450000000000045,49_plus,0.0,0.0,1369.2
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,0,0,0,0,0,0,0,0,0,0,1,1,0,19.645205479452052,4.899999999999864,49_plus,0.0,0.0,1429.2
Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,0,1,1,1,1,1,5,1,1,0,1,1,0,76.42903225806452,-54.69999999999982,25_48,0.0,0.0,2424.0
Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,1,0,0,0,0,0,1,1,0,1,0,0,1,65.49545454545455,-32.549999999999955,0_12,75.3,75.3,753.0
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,0,0,0,0,0,0,0,0,0,0,1,0,0,19.804761904761904,21.899999999999977,13_24,0.0,0.0,394.0
Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,0,0,0,1,0,0,1,1,0,1,0,0,1,36.15,-29.099999999999994,0_12,49.2,0.0,246.0
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,0,0,0,0,0,0,0,0,0,0,1,0,1,16.46,-14.5,0_12,0.0,0.0,179.1
Male,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,0,0,0,0,0,0,0,0,0,1,0,1,0,24.362857142857145,1.0,25_48,25.05,0.0,851.7
Male,0,Yes,No,27,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,1421.75,1,0,0,0,0,0,1,1,0,0,1,1,0,50.776785714285715,106.84999999999991,25_48,0.0,0.0,1314.9
Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,0,0,0,0,1,1,2,0,1,1,0,0,1,92.914,64.45000000000027,13_24,94.1,0.0,2258.3999999999996
Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,0,0,1,1,1,0,3,1,1,0,1,1,0,60.18000000000001,-76.5,25_48,0.0,64.2,2182.8
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,1,0,0,0,1,1,3,1,1,0,1,1,0,70.44318181818181,-44.15000000000009,13_24,0.0,0.0,1593.9
Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,333.65,0,0,0,0,0,0,0,0,0,1,0,0,1,41.70625,20.399999999999977,0_12,44.75,0.0,313.25
Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,0,0,0,0,0,0,0,0,0,1,0,1,0,46.1468085106383,101.19999999999982,25_48,44.95,0.0,2067.7000000000003
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385.0,0,1,0,0,0,0,1,0,0,1,0,0,1,64.16666666666667,-15.75,0_12,80.15,0.0,400.75
Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,1,0,1,1,1,1,5,1,1,0,1,1,0,108.16136363636363,-11.350000000000364,49_plus,0.0,0.0,7150.0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,0,0,0,0,0,0,0,0,0,1,0,0,0,43.06666666666666,-12.200000000000017,0_12,70.7,0.0,141.4
Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,1,1,1,0,0,1,4,1,1,0,1,1,0,70.51287878787879,-55.399999999999636,49_plus,0.0,0.0,4709.25
Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,0,0,0,0,1,1,2,0,1,1,0,0,1,90.56200000000001,18.850000000000364,13_24,93.55,93.55,2245.2
Male,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,1,0,0,0,0,0,1,1,0,1,0,0,1,72.69545454545454,-35.0,25_48,75.2,0.0,3233.6
Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,1611.15,1,0,1,1,1,1,5,1,1,1,0,0,1,84.79736842105264,112.65000000000009,13_24,83.25,0.0,1498.5
Male,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,947.75,0,0,0,0,0,0,0,0,0,0,1,1,0,23.69375,-37.0,25_48,0.0,0.0,984.75
Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,0,1,0,0,0,0,1,0,0,1,0,0,0,69.57608695652173,-134.44999999999982,13_24,78.85,0.0,1734.6999999999998
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,0,0,0,0,0,1,1,0,1,1,0,0,1,39.8,0.0,0_12,79.6,0.0,79.6
Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,460.2,0,0,0,0,0,0,0,0,0,1,0,0,0,17.7,-59.80000000000001,25_48,20.8,0.0,520.0
Female,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,67.45,1801.1,1,1,0,1,0,0,3,1,0,1,0,0,0,60.03666666666666,-154.95000000000027,25_48,67.45,0.0,1956.0500000000002
Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,0,0,0,0,1,1,2,0,1,0,1,1,0,69.33666666666666,21.09999999999991,25_48,0.0,0.0,2059.0
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,0,0,0,0,0,0,0,0,0,0,1,0,0,10.175,0.0,0_12,0.0,0.0,20.35
Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.35,5237.4,1,1,1,1,0,1,5,1,1,0,1,0,1,71.74520547945205,-115.80000000000018,49_plus,0.0,0.0,5353.2
Male,1,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,2743.45,0,0,1,0,1,1,3,0,1,0,1,1,0,48.990178571428565,-9.300000000000182,49_plus,0.0,50.05,2752.75
Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,1,1,1,0,1,0,4,1,1,0,1,1,0,91.29489795918367,-177.7500000000009,25_48,0.0,0.0,4651.200000000001
Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,1,1,1,1,1,1,6,1,1,0,1,1,0,96.60633802816902,223.05000000000018,49_plus,0.0,0.0,6636.0
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,0,0,0,0,1,0,1,0,1,1,0,1,0,75.47777777777777,38.5,0_12,80.1,0.0,640.8
Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,0,0,0,0,0,1,1,0,1,1,0,0,1,72.14090909090909,1.0499999999999545,0_12,79.25,79.25,792.5
Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,0,1,0,1,1,1,4,1,1,0,1,1,0,106.20153846153846,141.5,49_plus,0.0,0.0,6761.6
Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,1,1,0,0,0,0,2,1,0,1,0,1,0,53.93928571428571,32.049999999999955,25_48,54.75,0.0,1478.25
Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,1,1,1,0,1,1,5,1,1,0,1,1,0,79.34387755102041,-117.75000000000045,25_48,0.0,0.0,4005.6000000000004
Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,0,0,0,0,0,0,0,0,0,0,1,1,0,26.44782608695652,51.09999999999991,25_48,0.0,0.0,1165.5
Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,0,0,0,0,0,1,1,0,1,1,0,0,1,82.06923076923077,28.300000000000182,0_12,86.55,0.0,1038.6
Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,0,0,0,0,0,0,0,0,0,0,1,1,0,24.036805555555556,-5.2999999999999545,49_plus,0.0,0.0,1735.95
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,0,0,0,0,0,0,0,0,0,1,0,0,1,35.25,0.0,0_12,70.5,0.0,70.5
Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,0,0,0,0,0,0,0,0,0,0,1,1,0,19.158450704225352,-43.25,49_plus,0.0,0.0,1403.5
Female,1,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,1,1,0,0,0,0,2,1,0,1,0,1,0,57.29833333333333,21.000000000000227,25_48,58.55,58.55,1697.9499999999998
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.55,5511.65,0,1,1,0,1,0,3,0,1,1,0,0,1,93.41779661016949,201.75,49_plus,91.55,0.0,5309.9
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,1,0,0,1,1,0,3,1,1,1,0,0,1,58.775,30.899999999999977,0_12,64.35,0.0,321.75
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,109.3,0,0,0,0,0,0,0,0,0,1,0,0,0,15.614285714285714,-14.599999999999994,0_12,20.65,0.0,123.89999999999999
Female,0,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,1,1,0,1,1,1,5,1,1,0,1,1,0,57.259027777777774,-116.05000000000018,49_plus,0.0,0.0,4238.7
Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,44.8,2983.65,1,1,0,0,1,0,3,1,1,0,1,0,0,43.24130434782609,-62.749999999999545,49_plus,0.0,0.0,3046.3999999999996
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,0,0,0,0,0,0,0,0,0,1,0,0,0,35.3,0.0,0_12,70.6,0.0,70.6
Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,1,0,0,1,1,1,4,1,1,0,1,0,1,78.93333333333334,250.5999999999999,49_plus,0.0,0.0,3775.0
Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,0,0,0,1,0,1,2,1,1,0,1,0,1,55.228750000000005,-103.54999999999973,25_48,0.0,0.0,2312.7
Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,1,0,1,1,1,1,5,1,1,0,1,1,0,102.15671641791045,-128.40000000000055,49_plus,0.0,0.0,6972.900000000001
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.05,3994.05,1,1,0,1,0,0,3,1,0,0,1,0,0,58.73602941176471,-29.299999999999727,49_plus,0.0,0.0,4023.35
Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,1,1,1,1,1,1,6,1,1,0,1,1,0,83.51194029850747,-74.10000000000036,49_plus,0.0,0.0,5669.400000000001
Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,0,1,1,0,0,0,2,0,0,1,0,0,1,65.39,-71.04999999999995,0_12,80.55,0.0,724.9499999999999
Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,0,0,0,0,1,1,2,0,1,1,0,1,0,93.97625000000001,28.699999999999818,25_48,95.65,95.65,3730.3500000000004
Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,0,1,0,0,0,0,1,0,0,1,0,0,1,47.05,18.850000000000023,0_12,49.4,0.0,592.8
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,343.45,0,0,0,0,0,0,0,0,0,0,1,0,0,19.080555555555556,17.900000000000034,13_24,0.0,0.0,325.54999999999995
Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,0,0,0,0,0,0,0,0,0,0,1,1,0,18.674074074074074,2.3999999999999773,25_48,0.0,19.3,501.8
Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,0,0,1,1,1,1,4,1,1,1,0,0,1,57.03076923076923,-148.4000000000001,0_12,74.15,0.0,889.8000000000001
Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,1,0,0,0,0,0,1,1,0,1,0,0,1,52.294117647058826,23.399999999999977,13_24,54.1,54.1,865.6
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,0,1,0,0,1,1,3,0,1,0,1,1,0,98.49912280701754,-2.350000000000364,49_plus,0.0,0.0,5616.8
Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,0,0,1,1,0,1,3,1,1,0,1,1,0,84.40196078431373,-180.5,49_plus,0.0,0.0,4485.0
Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,1,0,0,1,1,0,3,1,1,0,1,0,0,62.58461538461538,-143.19999999999982,49_plus,0.0,0.0,4211.2
